timestamp,equity,paper_capital,total_realized_pnl,total_unrealized_pnl
2025-11-14T07:23:45.907673+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:25:10.140035+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:26:31.874013+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:27:55.265352+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:29:21.161111+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:30:40.821737+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:32:18.907574+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:33:36.823191+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:34:54.618750+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:36:12.448080+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:37:30.430185+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:38:49.279497+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:40:07.120659+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:41:24.863850+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:42:42.453101+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:44:00.308464+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:45:18.248707+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:46:36.053663+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:47:54.209374+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:48:35.024953+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:49:52.581845+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:51:10.477876+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:52:28.887739+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:53:46.876273+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:55:05.131642+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:56:23.800397+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:57:42.018696+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T07:58:59.790203+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:00:17.960412+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:01:36.018835+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:02:53.997585+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:04:12.603704+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:05:30.634534+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:06:48.432420+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:08:07.433093+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:09:27.106550+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:10:45.871189+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:12:15.789545+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:13:40.404107+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:15:00.922187+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:16:19.380558+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:17:39.836206+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:19:00.738091+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:20:23.421761+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:21:42.300581+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:23:01.178529+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:24:20.356486+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:25:39.743743+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:27:02.026945+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:28:20.510746+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:29:42.374442+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:31:03.919158+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:32:22.753503+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:33:42.146618+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:35:01.083395+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:36:19.521097+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:37:42.893678+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:39:02.514139+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:40:21.379112+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:41:41.189963+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:43:02.069860+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:44:22.110106+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:45:44.274072+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:47:44.758876+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:49:46.196892+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:51:21.036320+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:52:46.596659+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:54:08.017974+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:55:28.829066+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:56:50.989358+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T08:58:13.273031+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:00:07.027797+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:01:33.912684+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:02:56.379884+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:08:14.752948+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:10:19.406792+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:11:46.103200+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:13:09.331421+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:14:10.234067+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:15:30.873527+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:18:06.907163+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:38:24.421533+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:39:44.176775+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:41:02.469757+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:42:20.549919+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:43:38.319604+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:44:56.488989+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:46:14.666772+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:47:32.882777+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:48:52.334438+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:50:10.106428+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:51:28.319189+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:52:46.686756+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:54:05.081959+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:55:23.336381+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:56:42.204146+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:58:01.019081+00:00,500000.0,500000.0,0.0,0.0
2025-11-14T09:59:20.584120+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T06:58:31.296821+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T06:59:49.076598+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:01:08.070095+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:02:26.052038+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:03:44.201904+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:23:33.320518+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:24:51.126027+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:26:09.388207+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:27:26.841202+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:28:44.729975+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:30:02.327026+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:31:20.455593+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:32:38.551600+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:33:59.024049+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:35:16.485656+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:36:33.802452+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:37:51.090553+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:39:08.293206+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:40:25.552165+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:41:42.560439+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:43:04.175449+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:44:21.240284+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:45:38.150631+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:46:56.099561+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:48:14.418446+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:49:31.402193+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:50:48.861183+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:52:06.729302+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:53:25.269246+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:54:47.779479+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:56:05.891775+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:57:24.780985+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T07:58:44.131461+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:00:03.231979+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:01:24.538285+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:02:45.062235+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:04:03.944308+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:05:22.429923+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:06:39.868693+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:07:58.547710+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:09:18.834714+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:10:37.566684+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:11:56.082931+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:13:14.236169+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:14:32.763549+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:15:51.049790+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:17:09.481547+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:18:28.963100+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:19:47.141489+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:21:06.483075+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:22:25.896602+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:23:45.004682+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:25:03.420880+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:26:22.407765+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:27:41.582160+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:29:00.276851+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:30:18.536950+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:31:37.768513+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:32:56.959617+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:34:15.332553+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:35:34.729727+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:36:54.676106+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:38:14.826261+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:39:00.940976+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:40:02.764090+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:40:30.198137+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:41:47.267809+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:43:04.755599+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:44:22.879522+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:45:41.040440+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:47:00.511068+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:48:18.294661+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:49:36.267505+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:50:54.850878+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:52:13.513971+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:53:33.165429+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:54:53.515663+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:56:12.001429+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:57:30.096423+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T08:58:49.491230+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:00:08.088851+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:01:27.501192+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:02:46.056676+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:04:07.398838+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:05:28.642839+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:06:48.906289+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:08:09.909069+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:09:29.098365+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:10:47.892806+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:12:09.269409+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:13:28.405153+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:14:46.802711+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:16:05.610679+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:17:24.551575+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:18:45.722685+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:20:03.907541+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:21:24.401636+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:22:43.594555+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:24:03.903893+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:25:23.835139+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:26:42.703121+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:28:00.836545+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:29:18.429964+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:30:37.639645+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:31:56.294906+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:32:56.692795+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:34:16.185774+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:35:43.193095+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:37:01.393381+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:38:19.607927+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:39:24.535491+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:40:43.159172+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:42:00.775796+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:43:18.404203+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:44:36.425519+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:45:54.051098+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:47:12.828466+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:48:31.750946+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:49:50.182259+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:51:08.817364+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:52:27.487696+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:53:46.793978+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:55:07.097871+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:56:29.158525+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:57:49.074062+00:00,500000.0,500000.0,0.0,0.0
2025-11-17T09:59:10.550473+00:00,500000.0,500000.0,0.0,0.0
