timestamp,signal_id,logical,symbol,price,signal,tf,reason,profile,mode,confidence,trend_context,vol_regime,htf_trend,playbook,setup_type,ema20,ema50,ema100,ema200,rsi14,atr,adx14,adx,vwap,rel_volume,vol_spike,strategy
2025-11-17T14:09:43.626012+05:30,8cf548b9-3450-480d-85bd-330fa5c6a826,EQ_SBIN|EMA_TREND,SBIN,972.9,HOLD,60m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=972.9, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",SWING,SWING,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.626816+05:30,2d752498-fbb8-48ee-869c-8875d040073f,BANKNIFTY_PE|EMA_TREND,BANKNIFTY25NOV59000PE,403.05,HOLD,1D,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=403.05, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.627784+05:30,49b8caad-5eba-4aa2-b048-d71e2abd255d,EQ_SBIN|EMA_TREND,SBIN,972.9,HOLD,1D,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=972.9, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.629083+05:30,2ee4e06c-e8d7-47c3-9a98-337b09bfed70,BANKNIFTY_CE|EMA_TREND,BANKNIFTY25NOV59000CE,437.95,HOLD,1W,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=437.95, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.630001+05:30,ee9b6f54-7324-4598-a37e-f92143960c0b,EQ_SBIN|EMA_TREND,SBIN,972.9,HOLD,1W,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=972.9, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.632019+05:30,bc5ab23d-8c12-49fd-80fe-71dbb58eb6ff,BANKNIFTY_PE|EMA_TREND,BANKNIFTY25NOV59000PE,403.05,HOLD,1W,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=403.05, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.688553+05:30,d507f172-ab97-42c7-ba92-a5ee8c28f3c9,EQ_LT|EMA_TREND,LT,4025.1,HOLD,5m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=4025.1, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,SCALP,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.690551+05:30,c01928a0-4443-42d8-8dc6-d10374f010c1,EQ_LT|EMA_TREND,LT,4025.1,HOLD,15m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=4025.1, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",SWING,INTRADAY,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.692468+05:30,7057b510-0f21-4dac-aa64-b856078c8df3,EQ_LT|EMA_TREND,LT,4025.1,HOLD,60m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=4025.1, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",SWING,SWING,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.693909+05:30,870fdf04-2aa8-4b80-8121-db60eaa6e88e,EQ_LT|EMA_TREND,LT,4025.1,HOLD,1D,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=4025.1, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.696126+05:30,d975f722-6d5a-4a63-965f-1bb84e42da03,EQ_LT|EMA_TREND,LT,4025.1,HOLD,1W,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=4025.1, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
2025-11-17T14:09:43.748840+05:30,dd7b5881-c36b-4c01-95ed-e236ebacbce9,EQ_BHARTIARTL|EMA_TREND,BHARTIARTL,2108.5,HOLD,5m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=2108.5, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,SCALP,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND
